2026-06-11 06:43:33,Office Page,GetState,pq: column s.stdsfate_name_local does not exist (42703)
2026-06-11 08:03:07,Office Page,GetOfficeLevels,pq: column ol.office_levhgel_name does not exist (42703)
2026-06-11 08:10:18,Office Page,GetOfficeLevels,pq: column ol.office_levhgel_name does not exist (42703)
2026-06-11 09:46:25,Login Page,Login User- Action Log Error,"Post ""http://auth-backend:8001/api/auth/insert-actionlog"": dial tcp: lookup auth-backend on 127.0.0.11:53: no such host"
2026-06-11 09:52:51,Login Page,Login User- Action Log Error,"Post ""http://auth-backend:8001/api/auth/insert-actionlog"": dial tcp: lookup auth-backend on 127.0.0.11:53: no such host"
2026-06-11 10:10:15,Login Page,Login User- Action Log Error,"Post ""http://auth-backend:8001/api/auth/insert-actionlog"": dial tcp: lookup auth-backend on 127.0.0.11:53: no such host"
2026-06-11 10:10:22,Login Page,Login User- Action Log Error,"Post ""http://auth-backend:8001/api/auth/insert-actionlog"": dial tcp: lookup auth-backend on 127.0.0.11:53: no such host"
